V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2zMEHPW3pYEzXDI,Default Response Set,Anonymous,,,152.23.172.52,0,2017-10-02 12:06:30,2017-10-02 12:13:20,1,1,Other institution not in the list,Health Education & Behavior,http://journals.sagepub.com/home/heb,Call for Abstracts: Health Education & Behavior Special Theme Issue,https://www.sophe.org/journals/heb-call-abstracts/,10/02/2017,External Event,1,,2017-10-02,2017-12-15,Call for Abstracts,,,,,,,,"If you are interested in submitting a paper for this HE&B special theme issue, please submit an abstract no later than December 15, 2017 to mkegler@emory.edu, with “Abstract for HE&B Collaborating for Equity and Justice” in the subject line of your email. The abstract should be no more than 250 words and it should be preceded by a title page that includes the title of the paper and each author’s name, institutional affiliation, and complete contact information. Invitations to submit full manuscripts will be determined by special issue editors based on a review of abstracts. Invitations for full-manuscript submissions will be sent by February 1, 2018, with full manuscripts due July 2, 2018. /  / More information can be found &lt;a href=""https://www.sophe.org/journals/heb-call-abstracts/""&gt;here&lt;/a&gt;.",https://us.sagepub.com/sites/default/files/upm-binaries/styles/sage_thumbnail_width_150px/feed/87281_spheb_44_5_72ppiRGB_150pixw.jpg,36.052505493164,-79.107696533203,-1,
R_dlZXUdoGC4v9ou5,Default Response Set,Anonymous,,,152.23.35.197,0,2017-10-03 09:00:02,2017-10-03 09:06:09,1,1,National Institute of Health,,,Funding: NIH Loan Repayment Program Application ,http://lrpmailings.od.nih.gov/rv/ff0032f14054f268111c66d3e4409eb071384a3e,10/02/2017,Funding,,,,,,1,2017-09-01,2017-11-15,http://lrpmailings.od.nih.gov/rv/ff0032f14054f268111c66d3e4409eb071384a3e,"$70,000",,,"The NIH Loan Repayment Program (LRP) application cycle opens this year on September 1 and closes on November 15.  LRP awardees can receive up to $70,000 of qualified educational debt repayment with a two-year contract AND approximately 1,500 researchers benefit from the more than $70 million the NIH invests each year. / Ensure your eRA Commons ID password is current. Visit the Research Supervisor/Mentor webpage and quickly review the LRP Application Guide for more information about your role in the &lt;a href=""https://www.lrp.nih.gov/sites/default/files/docs/pdfs/OAS_Instruction_Guide_FY18_508c.pdf""&gt; LRP process&lt;/a&gt;. Have questions? Call or e-mail the LRP Information Center at 866-849-4047 or lrp@nih.gov, Mon-Fri 9:00 am to 5:00 pm.",,36.052505493164,-79.107696533203,-1,
R_8tRvXOM5LflP1Kh,Default Response Set,Anonymous,,,152.23.35.197,0,2017-10-03 09:16:57,2017-10-03 09:17:26,1,1,UNC The Graduate School Initiative for Minority Excellence,,,IME Research Colloquia with Gabriela Arandia,http://uncime.web.unc.edu/?wysija-page=1&controller=email&action=view&email_id=368&wysijap=subscriptions&user_id=285,10/02/2017,External Event,1,,2017-10-06,2017-10-06,UNC Graduate Student Center,,,,,,,,"The colloquia are intended to allow the presenter an opportunity to share their research (does not have to be their dissertation work). This is not a critique of the presentations but rather intended to generate a dialogue around the topic of research. You are welcome to invite your colleagues.   /  / Gabriela Arandia is a doctoral candidate in Health Behavior, Gillings School of Global Public Health. She will discuss her research, ""Exploring Child Care Workers’ Eating Habits and Spatial Access to Food Outlets around Work, Home, and along Commutes"" beginning at 12:15 on Friday, October 6. /  / Lunch is provided. Please &lt;a href=""https://unc.az1.qualtrics.com/jfe/form/SV_bloliOqMwlHbKtv""&gt;RSVP&lt;/a&gt; to attend:  /  / ",http://sph.unc.edu/files/2015/06/arandia_gabriela-e1435760062802.jpg,36.052505493164,-79.107696533203,-1,
R_XtSuG40ysdZgE8h,Default Response Set,Anonymous,,,152.23.35.197,0,2017-10-03 09:23:22,2017-10-03 09:23:50,1,1,The North Carolina Translational & Clinical Sciences Institute,,,Upcoming NC TraCS Sessions on Career Development and NIH R Awards,https://tracs.unc.edu/index.php/calendar/2465#bondurant-hall,10/02/2017,External Event,1,,2017-10-10,2017-10-12,UNC School of Medicine / Bondurant Hall G010,,,,,,,,"This informational session is an introduction to the NIH R grant mechanism.  The information presented will include examples of different types of R awards, the structure of the applications, assessing readiness to apply, and grant preparation timelines and resources.  /  / There are 2 opportunities to attend this October 2017, and we plan to repeat the sessions in the Spring of 2018. /  / Dates: Tuesday, October 10, 10:30-12 pm &lt;strong&gt;OR&lt;/strong&gt; Thursday, October 12, 8-10:15 am  in Bondurant G010 /  / Speakers:  David Carroll, PhD, Director, Research Funding Development and Susan Pusek, MS, Director of Education & Training Programs at the NC TraCS Institute.  /  / ",https://gallery.mailchimp.com/8b3c2ecebe42a1ef385c3af25/images/abc302c1-abc9-4b6d-aa3c-820307f60d46.png,36.052505493164,-79.107696533203,-1,
R_z0ZGbA7KbjIZMm5,Default Response Set,Anonymous,,,152.23.35.197,0,2017-10-03 09:34:59,2017-10-03 09:35:29,1,1,UNC Center for Health Equity Research,,,CHER October Work in Progress Meeting,https://cher.unc.edu/event/cher-october-work-progress-meeting/,09/06/2017,CHER Event,,1,2017-10-11,2017-10-11,MacNider Hall 328,,,,,,,,"Please save the date to join us for our October CHER Work In Progress meeting with Tiffany L. Young, PhD, one of our CHER Post-Doctoral Fellows. Dr. Yong will be presenting on the following, and receiving feedback for her presentation: ""Valuing Stakeholders’ Voices: Using Community Engaged Approaches to Impact Translational Research and Health Disparities"".",https://cher.unc.edu/files/2017/01/tiffany-young.jpg,36.052505493164,-79.107696533203,-1,
R_3NPYFVNuoYvmKw3,Default Response Set,Anonymous,,,152.23.172.52,0,2017-10-02 12:26:32,2017-10-02 12:36:56,0,1,Association of American Medical Colleges,,,2017 AAMC Community Engagement Toolkit,https://www.aamc.org/initiatives/research/healthequity/480544/toolkits.html,10/02/2017,External Event,,,,,,,,,,,,,,,,,-1,
R_3JXuOT2uEIVyGnn,Default Response Set,Anonymous,,,152.23.173.84,0,2017-10-02 13:54:11,2017-10-02 15:09:52,0,1,UNC Center for Health Equity Research,,,,,,,,,,,,,,,,,,,,,,,-1,
R_AjMVpKZqaSXKMr7,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 13:39:07,2017-10-10 14:07:02,1,1,National Institutes of Health (NIH),,,NIH-ACMG Fellowship in Genomic Medicine Program Management,https://www.genome.gov/27567626/nihacmg-fellowship-in-genomic-medicine-program-management/?utm_medium=email&utm_source=govdelivery,10/10/2017,Funding,,,,,,1,2017-10-10,2017-12-01,http://form.jotform.us/72364772631156,"$72,000 - $109,375",,,"NIH in partnership with the American College of Medical Genetics and Genomics (ACMG) are seeking qualified physicians interested in acquiring credentials and experience to lead genomic medicine research and implementation programs at the NIH, major medical centers, and other organizations.  /  / The Genomic Medicine Program Management Fellowship is intended to last 24 months, and will be located primarily in the Bethesda, Maryland area. Applicants must have graduated from medical or osteopathic school, be U.S. citizens, and be licensed to practice medicine in the United States. They should also have a strong interest in establishing and managing genomic medicine programs. Salary will range from $72,000 - $109,375 per year, and salary and benefits will be commensurate with experience.",,36.052505493164,-79.107696533203,-1,
R_2wLfQ6xpvbX4WIu,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 14:07:03,2017-10-10 14:57:43,1,1,UNC The Odum Institute,,,Odum Institute Courses,http://odum.unc.edu/education/,10/10/2017,External Event,1,,2017-10-01,2017-10-31,Various,,,,,,,,"October 2017 Odum Institute Training: /  / R Open Labs: October 12 and 26 at 2:00 p.m. / NVivo Workshop: October 17 at 2:00 p.m. / Tableau I: October 25 at 11:00 a.m. /  / For details and other upcoming courses, visit the Odum Events Calendar here: http://odum.unc.edu/events/ /  ",http://odum.sites.unc.edu/files/2017/02/OdumInstituteTypeTreatment_gray_rgb-e1487022739668.png,36.052505493164,-79.107696533203,-1,
R_3O2q0SB0gseaYRT,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 14:57:45,2017-10-10 14:59:53,1,1,Office of Minority Health at HHS,,,Webinar: Niños Saludables: Addressing Childhood   Obesity among Latinos ,https://content.govdelivery.com/accounts/USOPHSOMH/bulletins/1baba92,10/10/2017,External Event,1,,2017-10-12,2017-10-12,Webinar,,,,,,,,"As part of Hispanic Heritage Month, the Office of Minority Health will host a webinar, Niños Saludables: Addressing Childhood Obesity among Latinos, with a panel of partner federal agencies and stakeholders. The webinar will highlight the prevalence data regarding the increase of obesity in Latino children of all ages and explore the role of factors such as culture, behavior, and environment. Additionally, the webinar will provide examples of programs and strategies that help address these issues. /  / The webinar will be introduced by Dr. Matthew Y.C. Lin, Deputy Assistant Secretary for Minority Health and Director of the HHS Office of Minority Health. ",http://content.govdelivery.com/attachments/fancy_images/USOPHSOMH/2016/10/1056222/1074731/omh-banner_crop.png,36.052505493164,-79.107696533203,-1,
R_uwZ7RhNHFoV7JXX,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 14:59:54,2017-10-10 15:16:48,1,1,UNC The Graduate School Initiative for Minority Excellence,,,"3rd Annual, IME Study Break Brunch",http://uncime.web.unc.edu/?wysija-page=1&controller=email&action=view&email_id=373&wysijap=subscriptions&user_id=285,10/10/2017,External Event,1,,2017-10-12,2017-10-12,"UNC Graduate Student Center / 211A West Cameron Ave / Chapel Hill, NC ",,,,,,,,IME invites you to step away from studying for mid-terms &/or from the research long enough to enjoy a hearty brunch.  It's University Day so classes are cancelled 9:30am-12:30pm. This will give you a chance to energize yourself with food & friends.  You don't want to miss this yummy opportunity to relax!,http://uncime.web.unc.edu/files/2014/12/header4-1-600x97.png,36.052505493164,-79.107696533203,-1,
R_2s5faYDdQkunvvF,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 15:16:49,2017-10-10 15:19:46,1,1,Other institution not in the list,Health Equity Initiative,http://www.healthequityinitiative.org/,HEI Summit 2018,http://www.healthequityinitiative.org/hei/programs/hei-summit-2018/,10/10/2017,External Event,1,,2017-02-23,2017-02-23,"c/o Schomburg Center for Research in Black Culture / New York Public Library / 515 Malcolm X Boulevard (135th St and Malcolm X Blvd) / New York, NY",,,,,,,,"This 2018 Summit will build on the elements that worked successfully in HEI's 2016 Summit and incorporate new themes that will expand the reach of the health equity movement. It will bring together health care professionals, community leaders, students, government staff, policymakers, community development leaders, urban planners, architects, transportation specialists, educators and public health practitioners, among others.  /  / Specific themes and sub-themes of the 2018 summit will be announced later in 2017 along with the summit's program. Stay tuned and save the date!  ",http://www.healthequityinitiative.org/hei/wp-content/uploads/2017/03/Raising-Hands.jpg,36.052505493164,-79.107696533203,-1,
R_1DU3B9zB4AYcDN2,Default Response Set,Anonymous,,,152.23.177.162,0,2017-10-10 15:19:47,2017-10-10 15:24:31,1,1,Other institution not in the list,National Hispanic Medical Association,http://www.nhmamd.org/,NHMA 22nd Annual Conference,http://www.nhmamd.org/index.php/events/4-meetings/meetings,10/10/2017,External Event,1,,2018-03-22,2018-03-25,"Gaylord National Harbor Resort and Convention Center / Washington, DC",,,,,,,,"Join the NHMA network of health care providers and government and private sector partners from across the nation and learn new strategies for effective health care delivery and policies for Hispanic populations. This year, NHMA celebrates its 22nd Annual Conference with partners from the public and private sectors, bringing together experts from across the nation to share their multi-disciplinary experiences in improving health care delivery for Hispanic populations.  National and international experts will present on current innovations in medical homes, accountable care organizations, health insurance exchanges, prevention, integrative care, e-health, and cultural competence for the growing Hispanic populations in the U.S. ",https://pbs.twimg.com/profile_images/3480351055/d28599b52bd9cfbab19651df53a3f891.png,36.052505493164,-79.107696533203,-1,
R_1DGBqIkHr2Lrg0F,Default Response Set,Anonymous,,,152.23.169.187,0,2017-10-12 08:20:11,2017-10-12 08:29:39,1,1,Other institution not in the list,UNC Research,http://research.unc.edu/,Request for proposals: UNC Creativity Hubs Pilot Award,http://www.research.unc.edu/creativity-hubs,10/12/2017,Funding,,,,,,1,2017-10-12,2017-11-13,http://research.unc.edu/creativity-hubs/rfp/,"Up to $500,000",,,"The intent of the Creativity Hub award is to promote the development of innovative ideas that emerge from cross-disciplinary interactions to address key challenges and/or develop new knowledge. The supported projects are for new work that has not been previously funded and is expected to lead to large-scale extramural funding from public or private entities, such as government agencies, corporations, private foundations, or venture capital. Proposers should articulate the problem/challenge, how the proposed research will provide solutions to the challenge, how the diverse expertise of the team forms a greater whole that promotes new ways of thinking, and how the proposed research program would make the team highly competitive in pursuing future extramural funding or commercialization opps.",,36.052505493164,-79.107696533203,-1,
R_pKLu8oX2FFIaQZH,Default Response Set,Anonymous,,,152.23.34.244,0,2017-10-17 09:19:28,2017-10-17 09:25:56,1,1,Other institution not in the list,North Carolina Central University,http://www.nccu.edu/,Post-doctoral Fellow/Research Assistant Positions at NCCU,http://www.nccu.edu/bbri/,10/17/2017,Funding,,,,,,1,2017-10-10,2017-10-31,https://cher.unc.edu/files/2017/10/Post-doctoral-Position-Description-Population-Scientist-1.docx,Salary,,,"The Julias L. Chambers Biomedical/Biotechnology Research Institute at NC Central University is seeking applicants for 2 post-doctoral positions.: /  / &lt;a href=""https://cher.unc.edu/files/2017/10/Post-doctoral-Position-Description-Population-Scientist-1.docx""&gt;Population Scientist&lt;/a&gt; / &lt;a href=""https://cher.unc.edu/files/2017/10/Post-doctoral-Position-Physiology.docx""&gt;Physiology/Animal Models&lt;/a&gt; /  / Both positions require candidates to possess a Ph.D. in a field relevant to population studies in cardiometabolic and kidney disease.  /  / For more information, contact: /  / Mildred A. Pointer, PhD, FAHA / Professor in Biological and Biomedical Sciences / Director of Cardiometabolic Research  / mpointer@nccu.edu / 919-530-7016 / ",,36.052505493164,-79.107696533203,-1,
R_1C25FvoSXLIdYlq,Default Response Set,Anonymous,,,152.23.170.60,0,2017-10-17 10:31:07,2017-10-17 10:34:04,1,1,UNC Center for Health Equity Research,,,Conceptualizing trust in community-academic research partnerships using concept mapping approach,https://cher.unc.edu/searchpub/conceptualizing-trust-community-academic-research-partnerships-using-concept-mapping-approach-multi-ctsa-study/,10/17/2017,CHER Publication,,,,,,,,,,,,1,"A new article by CHER faculty and associates will be printed in the February 2018 edition of &lt;i&gt;Evaluation and Program Planning&lt;/i&gt;. /  / Objectives: Collaborations between communities, healthcare practices and academic institutions are a strategy to address health disparities. Trust is critical in the development and maintaining of effective collaborations. The aim of this pilot study was to engage stakeholders in defining determinants of trust in community academic research partnerships and to develop a framework for measuring trust. /  / View the full abstract &lt;a href=""https://cher.unc.edu/searchpub/conceptualizing-trust-community-academic-research-partnerships-using-concept-mapping-approach-multi-ctsa-study/""&gt; here&lt;/a&gt;",https://www.elsevier.com/__data/cover_img/593.gif,36.052505493164,-79.107696533203,-1,
R_2xQ2xFExsWYaplc,Default Response Set,Anonymous,,,152.23.170.60,0,2017-10-17 10:55:03,2017-10-17 11:36:12,1,1,UNC Center for Health Equity Research,,,CHER Open Position: Research Assistant,https://cher.unc.edu/cher-news/cher-open-position-research-assistant/,10/12/2017,CHER News,,,,,,,,,,,1,,"The UNC Center for Health Equity Research, housed within the Department of Social Medicine, is seeking applications for the Research Assistant (RA) position. This is a full-time, permanent staff position who will work under the supervision of the Research Scientist, and in collaboration with the Project Coordinators and the Center Administrator. /  / Visit &lt;a href=""https://cher.unc.edu/cher-news/cher-open-position-research-assistant/""&gt;our website&lt;/a&gt; for more information about the position. We encourage you to share with your network and contact us with any questions.",https://cher.unc.edu/files/2017/09/cher-logo-square-300x300.jpeg,36.052505493164,-79.107696533203,-1,
R_2qaOdKUgrVWIwC6,Default Response Set,Anonymous,,,152.23.170.60,0,2017-10-17 11:37:21,2017-10-17 11:37:43,1,1,Other institution not in the list,North Carolina Central University,http://www.nccu.edu/,Innovations in  Behavioral Social Sciences Lectures Series,http://www.nccu.edu/academics/sc/socialsciences/index.cfm,10/17/2017,External Event,1,,2017-10-18,2017-10-18,Miller Morgan Auditorium / North Carolina Central University,,,,,,,,"The NCCU College of Behavioral and Social Sciences invites all faculty and staff to attend a lecture by Dr. Malik Muhammad, Clinical Director for Synthesis Behavioral medicine. Dr. Muhammad came to Durham North Carolina in 2008 to complete his medical psychology internship at Duke University Medical Center with an emphasis in Chronic Pain management and minority mental health. He also works as a consultant to Medical Providers to assist in incorporating mental health services into their organizations and medical settings. /  / The lecture will be given Wednesday October 18th, 2017 in the Miller Morgan Auditorium at 6:00 pm. Refreshments will be served at 7:00pm.",http://www.nccu.edu/cms/_userFiles/mrender/BSSci-Banner_721x438.jpg,36.052505493164,-79.107696533203,-1,
R_VOOp4gq2XHQQQXT,Default Response Set,Anonymous,,,152.23.170.60,0,2017-10-17 11:42:22,2017-10-17 11:42:35,1,1,NC TraCS and Center for Faculty Excellence,,,Tales of Translation: Success Stories from the UNC NC TraCS Institute - An Open House Event,https://apps.research.unc.edu//events/index.cfm?event=events.eventDetails&event_key=42FACB6B462D172E0B27D002C5010F9441D02739,10/10/2017,External Event,1,,2017-11-07,2017-11-07,NC TraCS Institute,,,,,,,,"This fall, join NC TraCS for an all-day Open House event to hear success stories of translational impact. /  / Learn how the UNC-Chapel Hill North Carolina Translational and Clinical Sciences (NC TraCS) Institute is helping UNC and partner institution researchers navigate the translational landscape and discover how NC TraCS can help you with your research. YOU may be the next success chapter of our story.",https://tracs.unc.edu/images/slideshow/slideshow_openhouse2017.jpg,36.052505493164,-79.107696533203,-1,
R_1HdWfeOj6PVWYzq,Default Response Set,Anonymous,,,152.23.167.27,0,2017-10-18 10:21:43,2017-10-18 10:29:46,1,1,Other institution not in the list,Fred Hutchinson Cancer Research Center,http://www.fredhutch.org/en.html,2018 Fred Hutch Summer Undergraduate Research Program,http://www.fredhutch.org/en/education-training/undergraduate-students.html,10/18/2017,Funding,,,,,,1,2017-11-01,2018-01-12,http://www.fredhutch.org/en/education-training/undergraduate-students.html,"$4,794",,,"The Fred Hutchinson Cancer Research Center (Fred Hutch) hosts a summer internship that is designed to provide biomedical research experience and mentorship for undergraduate students of rising senior status.   / The Summer Undergraduate Research Program (SURP) is an intensive, nine-week internship designed to provide research experience and mentorship for undergraduate students who are interested in biomedical research.   /  / The program runs from Monday, June 11 through Friday, August 10, 2018. Students must be able to commit to this entire period in order to participate. /  / The application deadline is midnight Pacific Standard Time (PST) on Friday, January 12, 2018.  Letters of recommendation for up to two references are due by midnight Pacific Standard Time (PST) on Friday, January 19, 2018.  ",,36.052505493164,-79.107696533203,-1,
R_3NCz3BJUZD9ufdn,Default Response Set,Anonymous,,,152.23.167.27,0,2017-10-18 10:31:30,2017-10-18 10:31:52,1,1,National Institute of Health,,,NIH Loan Repayment Programs (LRP) Application Cycle is OPEN until Nov. 15th!,http://lrpmailings.od.nih.gov/rv/ff0033f7e9524d80cd124911e7498e0f12c24866,10/10/2017,Funding,,,,,,1,2017-10-10,2017-11-15,https://www.lrp.nih.gov/oas-welcome,Varies,,,"NIH Loan Repayment Programs (LRP) Application Cycle is OPEN until Nov. 15th! / There's still time to inform your colleagues about the many benefits of the LRPs.       / Approximately 1,500 researchers benefit from the more than $68 million the NIH invests each year. /       / Participants in the NIH Loan Repayment Programs (LRPs) receive up to $70,000 of qualified educational debt repayment with a two-year contract.",,36.052505493164,-79.107696533203,-1,
R_3KoS86LQAyJI9Be,Default Response Set,Anonymous,,,152.23.167.27,0,2017-10-18 10:51:16,2017-10-18 10:53:04,1,1,UNC Center for Health Equity Research,,,2018 CHER Research Summer Program (CRSP) Open for Application,https://cher.unc.edu/cher-research-summer-program-crsp/,10/16/2017,CHER News,,,,,,,,,,,1,,"The CHER Research Summer Program (CRSP) is an experiential opportunity for current UNC School of Medicine students to be involved in a community-engaged research project. CHER aims to foster development and implementation of student-led projects aimed at addressing health disparities in North Carolina. Each award allots up to $5,000 for each successful applicant. At the completion of the Summer Research Program, CRSP trainees provide a formal presentation of their project at a CHER event. Check &lt;a href=""https://cher.unc.edu/cher-research-summer-program-crsp/"" target=""_blank""&gt;here&lt;/a&gt; for application details.",https://cher.unc.edu/files/2017/01/CHERKids-1.jpg,36.052505493164,-79.107696533203,-1,
R_VUP5r6lWmHA24ZH,Default Response Set,Anonymous,,,152.23.167.27,0,2017-10-18 10:58:07,2017-10-18 10:58:30,1,1,UNC School of Medicine,,,A Grounded Theory of Sexual Minority Women and Transgender Individuals’ Social Justice Activism,https://cher.unc.edu/searchpub/grounded-theory-sexual-minority-women-transgender-individuals-social-justice-activism/,10/06/2017,CHER Publication,,,,,,,,,,,,1,"Publication available online with Research Scientist Stephanie Hoover, Ph.D. as a co-author in the 2017 August 21 edition of &lt;i&gt;Journal of Homosexuality&lt;/i&gt;. /  / Abstract: This study sought to develop an empirical model to explain the diverse meanings of social justice activism situated in SMW and transgender individuals’ social identities, values, and experiences of oppression and privilege.  /  / View the full abstract &lt;a href=""https://cher.unc.edu/searchpub/grounded-theory-sexual-minority-women-transgender-individuals-social-justice-activism/""&gt;here&lt;/a&gt;",https://cher.unc.edu/files/2017/10/wjhm20.v064.i14.cover_.jpg,36.052505493164,-79.107696533203,-1,
R_UXe2cF86nC0rik9,Default Response Set,Anonymous,,,195.144.71.164,0,2017-10-13 07:35:40,2017-10-13 07:56:34,0,1,Other institution not in the list,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1q1wsAO7zHmY8WL,Default Response Set,Anonymous,,,152.23.166.215,0,2017-10-24 11:48:23,2017-10-24 11:56:06,1,1,Other institution not in the list,Health Services Research,http://www.hsr.org/,Call for Papers: Centers for Medicare and Medicaid Services Partners with Health Services Research on Health Equity Theme Issue,http://hsr.org/hsr/abouthsr/call-for-papers-health-equity-11012017.jsp,10/24/2017,External Event,1,,2017-10-24,2017-11-01,Call for papers,,,,,,,,"Health Services Research (HSR) and the Centers for Medicare and Medicaid Services’ Office of Minority Health (CMS OMH) are partnering to publish a Theme Issue on Health Equity. All papers must pertain to health equity and must report the results of original research.  Papers that are primarily editorial or opinion-based will not be considered. /  / Abstracts of no more than 250 words should be submitted by email to Dr. Beth Watts (HSRspecialissue@NORC.org) by November 1, 2017.  The print publication date for the Theme Issue will be November or December 2018.",https://www.ncbi.nlm.nih.gov/corehtml/pmc/pmcgifs/logo-hsresearch.gif,36.052505493164,-79.107696533203,-1,
R_3iXtLX3nHGCrggz,Default Response Set,Anonymous,,,152.23.169.109,0,2017-10-26 13:18:15,2017-10-26 14:46:23,1,1,Other institution not in the list,Black Communities: A Conference for Collaboration,http://blackcommunities.unc.edu/,Call for Proposals for Black Communities: A Conference for Collaboration,http://blackcommunities.unc.edu/index.php/call-for-proposals/,10/26/2017,External Event,1,,2017-10-26,2017-11-14,Call for Proposals,,,,,,,,"The Black Communities: Conference for Collaboration is seeking proposals from community members, university researchers, independent scholars and students to actively participate in the conference. Types of proposals include: oral presentations about your research; working groups for 6-12 people to explore a very specific, shared concern; panel discussions for you and others to discuss an important topic; workshops on useful skills or knowledge; pop-up presentations showcasing an academic poster, photography, artistic performance, or video. /  / Proposals should be no more than 250 words and are due by November 14, 2017.",http://www.clarin-it.it/sites/default/files/Call-for-Proposals-Icon.png,36.052505493164,-79.107696533203,-1,
R_1Lb36tRGAGyvWAP,Default Response Set,Anonymous,,,152.23.169.153,0,2017-10-30 08:23:41,2017-10-30 08:29:39,1,1,Other institution not in the list,UNC Lineberger,https://unclineberger.org/,Save the Date: 2nd Annual GMaP Region 1-South Cancer Health Disparities Symposium,https://cher.unc.edu/files/2017/10/Save-the-Date-Final.png,10/30/2017,External Event,1,,2018-03-08,2018-03-09,"Chapel Hill, NC",,,,,,,,"The NCI funded Geographical Management of Cancer Health Disparities Program (GMaP) in Region 1-South (NC, SC, and TN) will host a 2-day symposium for researchers at any stage of training. / The goal of the symposium is to exchange cancer health disparities research findings, network with other scholars, promote research collaborations, and learn about NCI CURE funding. / Online registration, information about travel awards, and abstract submissions will be available soon. / For more information:  / email: gmapregion1s@gmail.com / phone: (919) 843-3539",https://cher.unc.edu/files/2017/10/Save-the-Date-Final.png,36.052505493164,-79.107696533203,-1,
R_3RqPXTHdOKooR3A,Default Response Set,Anonymous,,,152.23.169.153,0,2017-10-30 08:29:40,2017-10-30 08:49:18,1,1,UNC Gillings School of Global Public Health,,,New course announcement for Spring 2018: LGBT Health,http://sph.unc.edu/mch/mch-courses/,10/30/2017,External Event,1,,2017-11-06,2017-11-06,UNC Gillings School of Global Public Health,,,,,,,,"UNC graduate students: Interested in health inequalities for lesbian, gay, bisexual, and transgender (LGBT) people? /  / Lesbian, gay,bisexual, and Transgender (LGBT) health: a population perspective (MHCH707), is a 3-credit seminar-style course, offered in Spring 2018 in the School of Public Health, which aims to introduce students to health challenges faced by LGBT populations though the lens of research,  policy, and practice.   /  / The course is open to graduate students from all departments in the SPH, as well as those from other health sciences schools, and main campus. /  / For questions or help with registration, please contact Shoshana Goldberg, the course / instructor:  skgold@email.unc.edu ",https://sph.unc.edu/files/2013/07/logo_blueonwhite_small.jpg,36.052505493164,-79.107696533203,-1,
R_1rHxwtM6FUIqInf,Default Response Set,Anonymous,,,152.23.176.221,0,2017-10-30 17:22:46,2017-10-30 17:28:18,1,1,Other institution not in the list,Human Impact Partners,https://humanimpact.org/,Advancing Health Equity in Local Health Departments: 4-Part Webinar Series,https://humanimpact.org/hipprojects/hegwebinars2017/,10/26/2017,External Event,1,,2017-11-16,2018-02-15,Webinar,,,,,,,,"Human Impact Partners is hosting a 4-part webinar series with national experts and local health departments to discuss their work to advance health equity.  To register for Part 1 and for detailed descriptions of each part, visit &lt;a href=""https://humanimpact.org/hipprojects/hegwebinars2017"" target=""_blank""&gt;here&lt;/a&gt;. /  / Part 1: Building Internal Infrastructure to Advance Health Equity / Thursday, November 16, 2017- Noon to 1:00 pm PST / Part 2: Working Across Government to Advance Racial and Health Equity / Tuesday, December 12, 2017-10:00 to 11:00 am PST / Part 3: Fostering Community Partnerships to Advance Health Equity / Tuesday, January 9, 2018 -10:00 to 11:00 am PST / Part 4: Championing Transformative Change to Advance Health Equity / Thursday, February 15, 2018 -10:00 to 11:00 am PST",https://cdn-images-1.medium.com/max/1200/0*HkyPEkaoDmXdnOVQ.png,36.052505493164,-79.107696533203,-1,
R_C48So79ID84mUtr,Default Response Set,Anonymous,,,152.23.195.152,0,2017-11-07 14:30:46,2017-11-07 14:49:27,1,1,Institute of African American Research (IAAR),,,Applications are now open for the Moore Undergraduate Research Apprentice Program (MURAP),https://drive.google.com/file/d/0B0BkiOrIwbISeEhrSWlyeXJYemc/view,11/07/2017,Funding,,,,,,1,2017-11-03,2018-02-10,https://unc.az1.qualtrics.com/jfe/form/SV_3P3ZYBzq2m3ivbf,Stipend,,,"Please share this opportunity with your undergraduate students. /  / The Moore Undergraduate Research Apprentice Program (MURAP) invites applications for a ten-week paid summer research internship for undergraduate students (rising juniors or seniors) in the humanities, social sciences, or fine arts. The 2018 program will be held from May 21 to July 27, 2018 at the University of North Carolina at Chapel Hill. MURAP seeks to / prepare talented and motivated underrepresented students from racially and ethnically diverse backgrounds, or those with a proven commitment to diversity and to eradicating racial disparities in the academy, for. The program provides students with a residential, rigorous research experience under the guidance of a UNC faculty mentor and other talented instructors.",,36.052505493164,-79.107696533203,-1,
